label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,0.0,-0.0691298246383667,-0.026276111602783203,-0.12827855348587036,-0.0944293737411499,-0.16965311765670776,-0.14862170815467834,-0.21101844310760498,-0.1636202037334442,-0.0843815803527832,-0.18505537509918213,-0.09376323223114014,-0.24880412220954895,-0.07605761289596558,-0.18366438150405884,-0.07280421257019043,-0.15564480423927307,-0.04114365577697754,-0.19819924235343933,-0.048990488052368164,-0.2586633563041687,-0.03620034456253052,-0.18278086185455322,-0.04009145498275757,-0.16472259163856506,0.0025051236152648926,-0.1999361515045166,-0.00176161527633667,-0.26898255944252014,0.005077242851257324,-0.19792547821998596,9.459257125854492e-05,-0.17377567291259766,0.04253101348876953,-0.19131115078926086,0.04625082015991211,-0.24490147829055786,0.04427307844161987,-0.19692978262901306,0.038209617137908936,-0.1747785210609436
0,0.0,0.0,-0.06626921892166138,-0.024493902921676636,-0.12162256240844727,-0.08403077721595764,-0.1606072187423706,-0.13047629594802856,-0.19846868515014648,-0.14382010698318481,-0.08016008138656616,-0.17203515768051147,-0.09165555238723755,-0.23561722040176392,-0.07801860570907593,-0.17682087421417236,-0.07241630554199219,-0.14509928226470947,-0.0393451452255249,-0.1840749979019165,-0.05050104856491089,-0.2461603879928589,-0.040606141090393066,-0.17596223950386047,-0.039337754249572754,-0.1531275510787964,0.0022767186164855957,-0.18635869026184082,-0.004792928695678711,-0.2542335093021393,-0.001031637191772461,-0.18852871656417847,-0.0024629831314086914,-0.1621699333190918,0.04172736406326294,-0.1791064739227295,0.041764914989471436,-0.23304542899131775,0.03734767436981201,-0.187473326921463,0.03344970941543579,-0.16296997666358948
0,0.0,0.0,-0.06592798233032227,-0.023780494928359985,-0.11492407321929932,-0.0884665846824646,-0.14421391487121582,-0.1402605175971985,-0.1769530177116394,-0.15552666783332825,-0.0758519172668457,-0.17476952075958252,-0.09042119979858398,-0.2341001033782959,-0.0778496265411377,-0.17406374216079712,-0.07090938091278076,-0.1452631652355194,-0.03719615936279297,-0.18821129202842712,-0.05080002546310425,-0.2452601194381714,-0.04071611166000366,-0.17387261986732483,-0.035928964614868164,-0.15267404913902283,0.0035433173179626465,-0.191112220287323,-0.0072179436683654785,-0.2554827332496643,-0.0024865269660949707,-0.18784880638122559,-0.0005155205726623535,-0.16279330849647522,0.04398840665817261,-0.1843220293521881,0.04088234901428223,-0.23439666628837585,0.03617525100708008,-0.18590682744979858,0.0336076021194458,-0.16179096698760986
0,0.0,0.0,-0.0654638409614563,-0.023958951234817505,-0.11266893148422241,-0.08870479464530945,-0.1405278444290161,-0.14140179753303528,-0.17172890901565552,-0.15460410714149475,-0.07224857807159424,-0.17436623573303223,-0.0884014368057251,-0.23270732164382935,-0.07947379350662231,-0.17255094647407532,-0.07244259119033813,-0.14628350734710693,-0.03500610589981079,-0.18597501516342163,-0.051136910915374756,-0.24376404285430908,-0.045038461685180664,-0.17101353406906128,-0.03700137138366699,-0.1526016891002655,0.004930078983306885,-0.1880154013633728,-0.0076056718826293945,-0.2533736228942871,-0.007691144943237305,-0.1850455403327942,-0.0029526352882385254,-0.16081860661506653,0.045338332653045654,-0.18186450004577637,0.040056705474853516,-0.23438411951065063,0.02996230125427246,-0.1873822808265686,0.027889668941497803,-0.16218030452728271
0,0.0,0.0,-0.06461536884307861,-0.013779222965240479,-0.12448656558990479,-0.0540793240070343,-0.16922909021377563,-0.08444559574127197,-0.2058873176574707,-0.08253580331802368,-0.09285706281661987,-0.14008232951164246,-0.10803169012069702,-0.19899526238441467,-0.08966940641403198,-0.14248859882354736,-0.08448195457458496,-0.1145007312297821,-0.052868425846099854,-0.16014710068702698,-0.06916183233261108,-0.2177947759628296,-0.05367386341094971,-0.15219703316688538,-0.0527990460395813,-0.1326867938041687,-0.012768685817718506,-0.16978073120117188,-0.026443421840667725,-0.23029372096061707,-0.016231119632720947,-0.1685556173324585,-0.01611912250518799,-0.14569857716560364,0.024099647998809814,-0.1696527600288391,0.016728222370147705,-0.21440061926841736,0.017977476119995117,-0.16848766803741455,0.01718151569366455,-0.14616850018501282
0,0.0,0.0,-0.06545096635818481,-0.010307729244232178,-0.13027411699295044,-0.05843168497085571,-0.17929279804229736,-0.09860363602638245,-0.22264331579208374,-0.10429731011390686,-0.09939783811569214,-0.15147089958190918,-0.10818064212799072,-0.21685518324375153,-0.08951383829116821,-0.15027710795402527,-0.08762615919113159,-0.11746528744697571,-0.05717456340789795,-0.17261534929275513,-0.06637310981750488,-0.23042552173137665,-0.05151110887527466,-0.1541282832622528,-0.05503654479980469,-0.1311967670917511,-0.016371607780456543,-0.1815284788608551,-0.02347463369369507,-0.24128374457359314,-0.013171672821044922,-0.17239221930503845,-0.016205191612243652,-0.14507174491882324,0.02054727077484131,-0.18067717552185059,0.02038109302520752,-0.22475527226924896,0.02154994010925293,-0.17390164732933044,0.016471803188323975,-0.14910510182380676
0,0.0,0.0,-0.06903767585754395,-0.020973563194274902,-0.1325671672821045,-0.07844308018684387,-0.18295490741729736,-0.12247160077095032,-0.23070043325424194,-0.12860888242721558,-0.09559297561645508,-0.16871386766433716,-0.09243863821029663,-0.236509308218956,-0.07646512985229492,-0.1660112738609314,-0.08114677667617798,-0.13259878754615784,-0.05120939016342163,-0.18801316618919373,-0.0525476336479187,-0.2486216276884079,-0.040164411067962646,-0.16830092668533325,-0.049709856510162354,-0.14757871627807617,-0.00899803638458252,-0.19524216651916504,-0.009752094745635986,-0.26551175117492676,-0.0015056729316711426,-0.19388720393180847,-0.010068416595458984,-0.1648131012916565,0.026555418968200684,-0.19069308042526245,0.03688997030258179,-0.24425125122070312,0.03688347339630127,-0.199000746011734,0.02707350254058838,-0.174922376871109
0,0.0,0.0,-0.06774848699569702,-0.03057229518890381,-0.12636518478393555,-0.0948859453201294,-0.17217731475830078,-0.1405540108680725,-0.21859318017959595,-0.1512356996536255,-0.07922691106796265,-0.17595523595809937,-0.07578957080841064,-0.23561707139015198,-0.06496042013168335,-0.16921648383140564,-0.06758999824523926,-0.1369762420654297,-0.03489530086517334,-0.19245123863220215,-0.03518611192703247,-0.24586990475654602,-0.02715998888015747,-0.1701071560382843,-0.03221482038497925,-0.14895948767662048,0.006439387798309326,-0.19843828678131104,0.009763777256011963,-0.2592560201883316,0.012900054454803467,-0.1936623752117157,0.005283653736114502,-0.16760289669036865,0.041483283042907715,-0.19291287660598755,0.05548352003097534,-0.23874609172344208,0.05082511901855469,-0.19314417243003845,0.038974642753601074,-0.16954711079597473
0,0.0,0.0,-0.06670743227005005,-0.03068721294403076,-0.12130433320999146,-0.09343001246452332,-0.16178739070892334,-0.1420867145061493,-0.2051655650138855,-0.16112789511680603,-0.0686991810798645,-0.17141500115394592,-0.0638623833656311,-0.22827641665935516,-0.05802267789840698,-0.16944697499275208,-0.06062126159667969,-0.13528481125831604,-0.02302718162536621,-0.18048956990242004,-0.020867109298706055,-0.23809143900871277,-0.01888298988342285,-0.16944119334220886,-0.024607837200164795,-0.14202392101287842,0.01926887035369873,-0.1814236044883728,0.025100648403167725,-0.24873317778110504,0.02269160747528076,-0.18696224689483643,0.013848721981048584,-0.15582215785980225,0.05537307262420654,-0.1721605360507965,0.07166850566864014,-0.22764182090759277,0.06431716680526733,-0.1867399513721466,0.052068233489990234,-0.16012781858444214
0,0.0,0.0,-0.06443625688552856,-0.018766343593597412,-0.12714052200317383,-0.07381469011306763,-0.1748766303062439,-0.11616474390029907,-0.21874409914016724,-0.12651947140693665,-0.09420710802078247,-0.1592165231704712,-0.09913879632949829,-0.22686484456062317,-0.0829383134841919,-0.16287389397621155,-0.08290892839431763,-0.1286226511001587,-0.05290544033050537,-0.1785477101802826,-0.059041380882263184,-0.23801285028457642,-0.04640769958496094,-0.1644498109817505,-0.051093995571136475,-0.1408243477344513,-0.012738287448883057,-0.18527129292488098,-0.015845775604248047,-0.251409113407135,-0.007809638977050781,-0.18580842018127441,-0.012989819049835205,-0.1576419174671173,0.023411989212036133,-0.1806805431842804,0.030239462852478027,-0.2261108160018921,0.029810190200805664,-0.18022802472114563,0.022308051586151123,-0.15676558017730713
